scientificName,records,scientificNameID
"Lybius vieilloti buchanani Hartert, 1924",8,
"Lysianassa ceratina longicornis (Lucas, 1849)",8,
Lysiosquilla glabriuscula,8,
"Mabuya perrotetii Duméril & Bibron, 1839",8,
Madrepora isopora palifera,8,
Madrepora polystachys cytherea,8,
Madrepora polystachys surculosa,8,
Madrepora trachylopora speciosa,8,
Magelona papillicornis,8,
Marcusenius senegalensis senegalensis,8,
"Mastomys angolensis (Bocage, 1890)",8,
Mataeocephalus brevirostris,8,
"Mecynocypria parvula Remacle Rome, 1962",8,
"Megaceryle maxima gigantea (Swainson, 1837)",8,
Megamphopus dimorphus,8,
"Mehelya capensis savorgnani (Mocquard, 1887)",8,
Melania amarula Lamarck,8,
Melaniris guatemalensis,8,
"Melanocorypha leucoptera (Pallas, 1811)",8,
Melonis pacificum,8,
Menardella archeomenardii,8,
Meridion circulare var. circulare,8,
"Microtus oeconomus ratticeps (Keyserling & Blasius, 1841)",8,
"Microtus pennsylvanicus (Ord, 1815)",8,
"Microtus pennsylvanicus pennsylvanicus (Ord, 1815)",8,
Monocelis otoplanoides,8,
"Murella sicana (Férussac, 1822)",8,
"Muscisaxicola maclovianus mentalis d'Orbigny & Lafresnaye, 1837",8,
Musculus discor,8,
"Mustela erminea arcticus (Merriam, 1896)",8,
"Mustela erminea cicognanii Bonaparte, 1838",8,
"Myotis lucifugus lucifugus (Le Conte, 1831)",8,
"Nacella aenea Martyn, 1784",8,
Najas guadalupensis,8,
"Napaeozapus insignis algonquinensis Prince, 1941",8,
Natant sp. 2,8,
"Nealecypris obtusa (Klie, 1933)",8,
Neamia catalai,8,
Nemacheilus sargadensis,8,
Nemadoras leporhinus,8,
Nematosphaeropsis major,8,
Neopalicus jukesi,8,
Nephtydidae,8,
Neptunus sanguinolentus,8,
Neugoborina longiscata,8,
Nezzazzatid taxa,8,
Nitzschia sigma,8,urn:lsid:marinespecies.org:taxname:236856|urn:lsid:marinespecies.org:taxname:236857|urn:lsid:marinespecies.org:taxname:236862|urn:lsid:marinespecies.org:taxname:236863|urn:lsid:marinespecies.org:taxname:236867
"Northia lineolata Lamarck,",8,
Nucia laminata,8,
Obeliinae cf Laomedea flexuosa,8,
Oecetis inconspicua,8,
"Oenanthe isabellina  (Temminck, 1829)",8,
Ogocephalus sp,8,
Oikopleura fusiformis f. cornutogastra,8,
Oncaea atlantica complex,8,
Oncaea venusta medium hump,8,http://www.marinespecies.org/aphia.php?p=taxdetails&id=128954
Onuphis hwanhaiensis,8,
Ophicephalus maculatus,8,
Ophlura rouchi,8,
Orchomene groenlandica,8,
Order%20harpacticoida,8,
Osangularia expansa,8,
Osangularia texana,8,
Ostrea permolis,8,
"Otonycteris hemprichi (Peters, 1859)",8,
"Otus lempiji (Horsfield, 1821)",8,
"Otus senegalensis graueri Chapin, 1930",8,
Oulophyllia aspera,8,
Oxycaryum cubense,8,
Oxyrhynchaxius caespitosa,8,
Oxytosum scolopax,8,
"Panaspis breviceps Peters, 1873",8,
Parablennius cristatus,8,
Parakiefferiella triquetra,8,
"Paralepas nascai zevina, 1990",8,
Paralinhomoeus pachyamphis,8,
Parametriocnemus,8,urn:lsid:itis.gov: itis_tsn:128978
"Paraxerus cepapi kalaharicus Roberts, 1832",8,
Parluciosoma volzi,8,
"Parus funereus (Verreaux, J & Verreaux, E, 1855)",8,
"Parus major cinereus Vieillot, 1818",8,
Parvicardium ovale á,8,
"Passer griseus laeneni  Niethammer, 1955",8,
Patagioenas fasciata,8,
Pecten excavatus puncticulatus,8,
Pecten vogdesi galapagensis,8,
Pegea confederata bicaudata,8,
Peloropsis frondosus,8,
Penaeopsis similis,8,
Percolomonas denhami,8,
Percolomonas descissus,8,
Persona anus Linnaeus,8,
Pertusaria spegazzinii,8,
Pervosphaeridium paucispinum,8,
Petaloproctus socialis,8,
"Phalium granulatum undulatum Gmelin, 1791",8,
Phyllodocoidea,8,
"Phylloscopus laetus laetus (Sharpe, 1902)",8,
Phylum Hemichordata - undifferentiated,8,
Phylum nemata,8,
"Physocypria stricta Remacle Rome, 1962",8,
"Piliocolobus badius (Kerr, 1792)",8,
Pirula subintermedius,8,
Pisidium hodgkini,8,
Planifolia tribrachiata,8,
Planorotalites cf. appressus,8,
Planorotalites pusillus laevigatus,8,
Planorotalites pusillus pusillus,8,
Plateumaris braccata,8,
Platylamberis guemirus,8,
Plectorhinchus pictus,8,
Pleurotomella blakeana,8,
"Ploceus cucullatus forbenii Reichenow, 1923",8,
"Ploceus intermedius cabanisii (W.K.H. Peters, 1868)",8,
"Poicephalus gulielmi gulielmi (Jardine, 1849)",8,
Polioptila caerulea,8,179853
"Polioptila caerulea caerulea (Linnaeus, 1766)",8,
"Polyboroides typus pectoralis Sharpe, 1903",8,
Polydora undescribed species,8,
Polynoida,8,
Polyphaga,8,
Pomacea cumingi sanjosensis,8,
Poptella orbicularis,8,
Potamogeton illinoensis,8,
Potthastia longimanus,8,
Pourtalesia_aurorae,8,
Praebulimina plana,8,
Praecystammina cf. globigeriniformis,8,
Praeglobotruncana petaloidea,8,
"Praomys jacksoni montis (Thomas & Wroughton, 1910)",8,
Praya cymbiformis,8,
Primnoa pacifica pacifica,8,
Protoopalina primordialis,8,
Protosangularia utaturensis,8,
Psammate punctata,8,
Psara stultalis,8,
Psectrocladius limbatellus -agg.,8,
Pseudocheilinus ataenia,8,
Pterocirrus malacoceros,8,
"Ptyonoprogne fuligula fusciventris Vincent, 1933",8,
"Ptyonoprogne rupestris (Scopoli, 1769)",8,
Puffinus atrodorsalis,8,
"Pycnonotus goiavier analis (Horsfield, 1821)",8,
Pygopristis denticulatus,8,
Pyramidelloides miranda,8,
Pyrocephalus rubinus,8,
"Pyrocephalus rubinus obscurus Gould, 1839",8,
"Pytilia melba melba (Linnaeus, 1758)",8,
Ralfsia sp.,8,
Ranularia moritincta,8,
Recurvoides deflexiformis,8,
"Renaudcypris gorongae McKenzie, 1980",8,
Rhagovelia elegans,8,
Rheumatobates probolicornis,8,
Rhizosolenia alata,8,
Rhizosolenia semispina f. semispina,8,http://www.marinespecies.org/aphia.php?p=taxdetails&id=163348
Rhytisma fulvum fulvum,8,
Rimularia psephota,8,
Rocellaria cymbium,8,
"Romecytheridea ampla Wouters, 1988",8,
"Runeatus danekeri (unverified) [Soviet Fishery Data, 1998]",8,
Sagittaria lancifolia,8,
Saracenaria schenki,8,
Sarsiella bakeri,8,
Scapharea vellicata,8,
Sciaena dussumieri,8,
Scolecithnx danae,8,
Scrupocellaria inermis,8,
"Sea Pen 2 [Cleveland list, 2001]",8,
Semiserpula,8,
Sergia robusta mediterraneus,8,
Sesbania herbacea,8,
Setaria magna,8,
"Sheppardia aequatorialis (Jackson, F.J., 1906)",8,
"Sheppardia aequatorialis aequatorialis (Jackson, F.J., 1906)",8,
"Sheppardia bocagei (Finsch & Hartlaub, 1870)",8,
"Sheppardia bocagei schoutedeni (Prigogine, 1952)",8,
"Sheppardia polioptera polioptera (Reichenow, 1892)",8,
Siganus stellatus stellatus,8,
Silometopoides pampia,8,
Siphonodosaria abyssorum aculeata,8,
Siphonodosaria spinea,8,
Siroloxphyllum utriculariae,8,NA|urn:lsid:marinespecies.org:taxname:
"Sitta pygmaea pygmaea  Vigors, 1839",8,
"Sorex araneus tetragonurus Hermann, 1780",8,
"Sorex hoyi Baird, 1857",8,
Spadentalina cancellata,8,
Spergularia maritima,8,
Sphaeroma pulchellum,8,
Sphoeroides hamiltoni,8,
"Sphoeroides leptolepis (unverified) [Soviet Fishery Data, 1998]",8,
Spinidinium vestitum,8,
Spiniferites cingulatus,8,
Spio sp,8,
Spirema haliomma,8,
Spiroplectammina cubensis,8,
Spiroplectinella excolata,8,
Spongicola henshawi henshawi,8,
"Stenomys richardsoni (Tate, 1929)",8,
Sthenalais boa,8,
"Strandesia anterotundata Remacle Rome, 1977",8,
Streptopelia roseogrisea bornuensis Bannerman,8,
"Sus scrofa attila Thomas, 1912",8,
"Sylvia curruca (Linnaeus, 1758)",8,
"Sylvia hortensis crassirostris  Cretzschmar, 1829",8,
"Sylvisorex lunaris Thomas, 1906",8,
Synchiropus altivelis,8,
"Tamiasciurus hudsonicus loquax (Bangs, 1896)",8,
Tanypus clavatus,8,
Tanypus neopunctipennis,8,
"Telescopus semiannulatus semiannulatus Smith, 1849",8,
Telmatogeton alaskensis,8,
Terebellidae juvenile,8,
"Terebra aciculata Gmelin, 1791",8,
Terebratulina retusa emarginata,8,
Tethya japonica,8,
Tetrachacysta allenii,8,
"Thaicythere srisumonae (Savatenalinton, Borgonie & Martens, 2008)",8,
Thais marginatra,8,
Thais neritoidea (Linnaeus),8,
Thais succincta Martyn,8,
"Thalurania glaucopis (Gmelin, 1788)",8,
Theocalyptra gegenbauri,8,
Thiara tuberculata Muller,8,
"Threskiornis aethiopicus aethiopicus Latham, 1790",8,
Thysanoessa inermis forma rhoda,8,
Tillandsia usneoides,8,
Tinodes waeneri,8,
Toxostoma rufum,8,178627
Trarisia,8,
Trididemnum savignii jolense,8,
Trigonium arcticum,8,http://www.marinespecies.org/aphia.php?p=taxdetails&id=254446
Tripodichthys weberi,8,
Tripylus_reductus,8,
Tritaxia globulifera,8,
Tritaxia midwayensis,8,
Tritaxis compacta,8,
Tritaxis nana,8,
Trochammina globigeriniformis pygmaea,8,
Trochoidea terrestris (Pennant),8,
Troglodytes aedon,8,178541
Turborotalia multiloba,8,
Turborotalita pumilio,8,
"Turdoides hartlaubii (Bocage, 1868)",8,
"Turdus philomelos clarkei E. Hartert, 1909",8,
Turritella,8,
"Turtur brehmeri brehmeri (Hartlaub, 1766)",8,
Tydeus erebus,8,http://gni.globalnames.org/?search_term=id:6456649
"Typhlops lineolatus Jan, 1863",8,
Typhlotanais williamsi,8,
"Tyto alba affinis (Blyth, 1862)",8,
Uca annulipes subsp. albimana,8,
Umbilicosphaera sibogae var. sibogae,8,
Unident pyremid,8,
Unidentified - 3131,8,urn:lsid:marinespecies.org:taxname:
Uraeginthus bengalus ugandae,8,
Urothoe spec,8,
Vermes (Incertae) sp.A,8,
Verruca reunioni,8,
"Vipera aspis aspis (Linnaeus, 1758)",8,
Vulvulina carinata,8,
Webbina hemispherica,8,
Wrevittia cassidata,8,
Xenoturris cingulifera,8,
"Xolmis pyrope (Kittlitz, 1830)",8,
Yayoiacmea maraisi,8,
Zeauvigerina tueria,8,
Zooplankton,8,
"Zoothera piaggiae piaggiae (Bouvier, 1877)",8,
cf. Leptognathiella sp.,8,
"debris - dead corals [SS0509, 2005]",8,
lothia coppingeri,8,
"miscellaneous gelatinous animals [IN2015-E03, 2015]",8,
**non-current code** Lestidiops sp. B,7,
**non-current code** Melanonus sp.,7,
**non-current code** Psuedorhombus sp. a,7,
**non-current code** Stomias sp.,7,
?conicotheca,7,
Abatus_sp.,7,
Ablabesmyia rhamphe,7,
"Acanthochitona fascicularis f. adansoni Rochebrune, 1881",7,
"Acanthophis laevis Macleay,  1878",7,
"Acanthostracion pentacanthus (unverified) [Soviet Fishery Data, 1998]",7,
Acarinina apanthesma,7,
"Accipiter toussenelii canescens (Chapin, 1921)",7,
Achatinelloides tigris subsp. acutus,7,
Acritarch forma,7,
Acropora rayneri,7,
Actinia aurora,7,
Actinosphaera sp.,7,
"Aegithina tiphia horizoptera   Oberholser, 1912",7,
"Agapornis pullarius pullarius (Linnaeus, 1758)",7,
Alectis indica,7,
"Alectoris graeca graeca (Meisner, 1804)",7,
Alisogymnium euclaense,7,
Alpheus clamator,7,urn:lsid:marinespecies.org:taxname:96617
"Amandava subflava subflava (Vieillot, 1819)",7,
"Amblyospiza albifrons albifrons  (Vigors, 1831)",7,
Amblyospiza albifrons montana Someren 1921,7,
Amblypneustes_grandis,7,
"Ammomanes cinctura arenicolor (Sundevall, 1850)",7,
Amnicola dalli johnsoni,7,
Amphibolis squamata,7,
Amphipneustes_sp.,7,
Amphora coffeaeformis,7,
Anacithara himaeformis,7,
"Anas hottentota (Eyton, 1838)",7,
"Anas specularoides specularoides King, 1828",7,
"Andropadus masukuensis kakamegae (Sharpe, 1900)",7,
Anehmia exotica,7,
"Anthreptes seimundi minor Bates, 1926",7,
"Anthus cinnamomeus itombwensis Prigogine, 1982",7,
"Anthus rufulus rufulus Vieillot, 1818",7,
"Aonyx congica  Lönnberg, 1910",7,
Apogon,7,
Apogon lacepede,7,
Aporocidaris_eltaniana,7,
Arcopsis infilata,7,
Arctozenus rissoi kroeyeri,7,
"Arenyus darini (unverified) [Soviet Fishery Data, 1998]",7,
Argentinoidei,7,
"Arugella bispinoza Della Valle, 1893",7,
Ascodinium verrucosum verrucosum,7,
Astacolus rasus,7,
Astroblepus trifasciatus,7,
Astropecten greigi,7,
Asychis sp,7,
"Athene cunicularia cunicularia (Molina, 1782)",7,
"Atheris squamigera squamigera (Hallowell, 1854)",7,
"Atractaspis irregularis bipostocularis Boulenger, 1905",7,
"Atthis heloisa heloisa (Lesson & Delattre, 1839)",7,
Balanophyllia cumingi,7,
Balanus echinoplacis,7,
"Bandicota bengalensis (Gray & Hardwicke, 1833)",7,
Barbatia amygdalumtotsum,7,
Barbus meridionalis meridionalis,7,
Barbus pobeguini,7,
Barbus sublineatus,7,
Belomitra exsculpta,7,
Bennelongia harpago,7,
Berowra lidwilli,7,
Berycida,7,
"Boiga pulverulenta (Fischer von Waldheim, 1856)",7,
Bolivina antegressa angulata,7,
Bolivina silvestri,7,
Bolivinellina ecuadorana,7,
Boroecia hopcrofti,7,
"Bradypterus graueri Neumann, 1908",7,
"Bradypterus lopezi ufipae  (Grant & Mackworth-Praed, 1941)",7,
Branta bernicla nigricans,7,
Brizalina punctata,7,
"Bryozoan 22 [Cleveland list, 2002]",7,
Buccinium intinctum,7,
Buellia perlata,7,
"Buhoma depressiceps (Werner, 1897)",7,
"Buteo magnirostris pucherani (Verreaux J.P. & Verreaux J.B.E., 1855)",7,
Cabira sp 2,7,
Cadulus agassizi,7,
Caenopedina_sp.,7,
Calcareous sponge A,7,
Calocarides macandracea,7,
Calpanthula guineensis,7,
"Campephilus rubricollis trachelopyrus (Malherbe, 1857)",7,
"Campethera cailliautii nyansae (Neumann, 1900)",7,
Cantharus sanguinolentus,7,
"Cantherines auratus (unverified) [Soviet Fishery Data, 1998]",7,
"Carcharhinus greyi (unverified) [Soviet Fishery Data, 1998]",7,
"Carduelis psaltria psaltria (Say, 1823)",7,
Carnivore abundance,7,
"Carollia castanea Allen, 1890",7,
"Carpodacus purpureus purpureus (J.F.Gmelin, 1789)",7,
Carpomitra mitriformis,7,
Caryophyllia clavus borealis,7,
"Catharus fuscescens fuscescens  (Stephens, 1817)",7,
Cauleriella bioculatus,7,
Cavolina uncinata,7,
Cavolinia longirostris strangulata,7,
"Cecropis senegalensis senegalensis (Linnaeus, 1766)",7,
Cepedea magna,7,
"Ceratogymna atrata (Temminck, 1835)",7,
Cerebrocysta namocensis,7,
Cerebrocysta satchelliae,7,
Cerianthus tubes,7,
Cerodinium granulostriatum,7,
"Ceyx pictus natalensis (Smith, 1832)",7,
"Chalcides chalcides (Linnaeus, 1758)",7,
"Chamaeleo (Trioceros) cristatus Stutchbury, 1837",7,
"Charadrius marginatus tenellus Hartlaub, 1861",7,
Charax hemigrammus,7,
Charybdis helleri,7,
Cheilodactylus monodactylus,7,
Chilomastix cuspidata,7,
"Chironius fuscus (Linnaeus, 1758)",7,
Chironomus tentans,7,urn:lsid:itis.gov: itis_tsn:129325
Chlamys asperrima,7,
Chlamys denticulata,7,
Chlamys singaporina,7,
Chloropeta natalensis massaïca G.A.Fischer et Reichenow 1884,7,
Chone juv,7,
Chordeiles gundlachii,7,
Chrysalogonium longiscatum,7,
"Chrysochloris stuhlmanni Matschie, 1894",7,
Chuniella oceanica,7,
Cichlasoma festae,7,
Cichlasoma salvani,7,
"Cinnyris minullus Reichenow, 1899",7,
Cirolana venusticauda var simplex,7,
Cirripectes albopicalis,7,
"Cisticola juncidis juncidis (Rafinesque, 1810)",7,
Clathria toxifera,7,
Clinotanypus sp.,7,
Clupea lile,7,
Cocculinella mayi,7,
"Coendou prehensilis (Linnaeus, 1758)",7,
"Colostethus granti Kok, 2006",7,
Columbina talpacoti,7,
Comanthus wahlbergi tenuibranchius,7,
Conchoecia pusilla s.,7,
Cooksonidium capricornum,7,
Corophium bonellii,7,
Corynoneura,7,urn:lsid:itis.gov: itis_tsn:128563
Corythoichthys uncinatus,7,
"Cosymbotus platyurus (Schneider, 1797)",7,
Cribroperidinium tensiftense,7,
"Crinifer zonurus (Ruppell, 1835)",7,
Crossota brunnea norvegica,7,
"Cuculus gularis Stephens, 1815",7,
"Cyanocitta cristata bromia Oberholser, 1921",7,
"Cyanomitra alinae tanganjicae (Reichenow, 1915)",7,
Cyarholaimidae,7,
Cyclonephelium paucispinum,7,
Cyclopecten intuscostatus,7,
Cyclopsiella granosa,7,
Cymatocylis calcyiformis,7,
"Cymbirhynchus macrorhynchos macrorhynchos (Gmelin, 1788)",7,
Cymodocella buttoni,7,
"Cypris decaryi Gauthier, 1933",7,
"Dacelo gaudichaud Quoy & Gaimard, 1824",7,
Darwinula inversa Martens & Rossetti,7,
Deiratonotus cristatus,7,
Delopatagus_brucei,7,
"Dendroaspis polylepis (Gunther, 1864)",7,
Dendrophyra robusta,7,
"Dicrostonyx kilangmiutak Anderson & Rand, 1945",7,
Dictyota spiralis,7,
Dinogymnium undolosum,7,
"Diplocyathus gracilis (Fraser, 1914)",7,
"Dipsadoboa viridis gracilis Laurent, 1956",7,
"Dolerocypria habra Wouters, 2001",7,
Doridacea,7,
Doris kerguelensis,7,
Dorothia hauteriviana,7,
"Draco volans volans Linnaeus, 1758",7,
Drifa johnstonei,7,
Durangonella mariae,7,
Dynamena,7,
Dynamenella acutitelson,7,
E1ochella rogickae,7,
Echininus spinulosus,7,
Echinodea,7,
"Echymipera kalubu (Fischer, 1829)",7,
Edwardsia spec,7,
Egg 292 micron,7,
Ekleptostylis heardi,7,
Elaenia flavogaster,7,
Elasmopus leveque,7,
Eleganyis bipinnulata,7,
Ellipsoidella cf. cuneata,7,
Elphidium excavatum lidoensis,7,
"Enteromius poechii  (Steindachner, 1911)",7,
Eoglobigerina varianta,7,
Ephemera vulgata,7,
Ephyroides rotaformis,7,
Epoicocladius,7,
Erymnodinium delectabile,7,
Escharella sp indet,7,
Eteone otati,7,
Ethminolia tonga,7,
Eualus gaimardi,7,
Euconchoecia bifurcata pax,7,
"Eucypris palustris Remacle Rome, 1962",7,
Eudontomyzon morii,7,
Eumargarita undulata Sowerby,7,
"Euplectes hordeaceus hordeaceus (Linnaeus, 1758)",7,
"Euplectes progne progne (Boddaert, 1783)",7,
Eupodes angardi,7,http://gni.globalnames.org/?search_term=id:11951514
Euuvigerina elongata,7,
Family mycetophilidae,7,
"Felis silvestris caudata Gray, 1874",7,
Fibrocysta axiale,7,
Filodrillia crassilirata,7,
Fissurina velascoensis,7,
Flabellum pavoninum atlanticum,7,
Flabellum pavoninum paripavoninum,7,
Flavimonas,7,
Florentinia laciniata laciniata,7,
Floridocuma pilosum,7,
"Flustra membranacea-truncata Smitt, 1868",7,
Foliactiniscus pannosus,7,
Fregatta tropica,7,
Freyella actinodetus,7,
"Fringilla coelebs maderensis Sharpe, 1888",7,
"Galerida cristata arenicola Tristram, 1859",7,
"Gallinula angulata Sundevall, 1851",7,
Gammaridae spec,7,
Gari minor,7,
Gastropoda spec,7,
Gavelinella harperi,7,
Gemmaria rusei,7,
"Georychus capensis (Pallas, 1778)",7,
"Gerrhosaurus multilineatus auritus Boettger, 1887",7,
Gibbula spp indet,7,
"Glaucidium capense ngamiense (Roberts, 1932)",7,
Globigerina oscitans,7,
Globigerinita tenellus,7,
Globigerinoides primitiva,7,
Globoconella nana,7,
Globoconella zealandica,7,
Globorotalia angulosa,7,
Globorotalia dutertrei eggeri,7,
Globorotalia miozea cibaoensis,7,
Globorotalia peripheroronda mayeri,7,
Globorotalia subcretacea,7,
Globotruncana elevata elevata,7,
Glycinde longepapillata,7,
Gnorimosphaeroma oregonensis lutea,7,
"Gomphocythere curta Remacle Rome, 1962",7,
Gonimosobdella klemmi,7,
Granula lavalleeana,7,
Gymangium hians,7,
"Gypaetus barbatus barbatus (Linnaeus, 1758)",7,
Gyroidinoides octacameratus,7,
Gyroidinoides subquadratus,7,
"Halcyon malimbica malimbica (Shaw, 1811)",7,
Halicaridae,7,
Halimedon mulleri,7,
Halorates holmgrenii,7,
Hansenisca multilocula,7,
Harpa ventricosa,7,
Helevetoglobotruncana helvetica,7,
Hemichromis fasciatus fasciatus,7,
Heterohelix semicostata,7,
"Hieraaetus fasciatus fasciatus (Vieillot, 1822)",7,
Hippomenella spatulata,7,
"Holothurian 2 [Cleveland list, 2002]",7,
Homotryblium sp.,7,
Horologinella spinosa,7,
Hyalina ?agulhasensis,7,
Hydraena gracilis,7,
Hydraena spp.,7,
"Hylocharis cyanus (Vieillot, 1818)",7,
"Hymenops perspicillatus andinus (Ridgway, 1879)",7,
Hyporhamphus brederi,7,
Hypsibius chilenensis,7,http://gni.globalnames.org/?search_term=id:3426565
"Illadopsis pyrrhoptera (Reichenow & Neumann, 1895)",7,
Ipomoea violacea,7,
Isabelidinium viborgense,7,
"Ischnochiton interstinctus (Gould, 1852)",7,
Ixobrychus involucris,7,
"Jacana jacana jacana (Linnaeus, 1766)",7,
"Jynx torquilla Linnaeus, 1758",7,
"Ketupa ketupu (Horsfield, 1821)",7,
Laevicardium fragilis,7,
Lagena crenulata capistriata,7,
Lagena paucicosta,7,
"Lalage nigra nigra (J.R. Forster, 1781)",7,
"Lamprotornis superbus Rüppell, 1845",7,
"Lanius excubitorius excubitorius Prévost & Des Murs, 1847",7,
"Lanius schach bentet Horsfield, 1821",7,
"Laomedea raridentata (Alder, 1861)",7,
Lebia cruxminor,7,
Lepidodeuterammina lepida,7,
Leptognathia sp 5,7,
Leptolyngbgy crobyana,7,
Leptonacea sp.,7,
"Lepus capensis Linnaeus, 1758",7,
Limatulichthys punctatus,7,
Limnius volckmari,7,
Limnocythere porphyretica,7,
Limnocythere rionegroensis,7,
Limnophyes pusillus,7,http://gni.globalnames.org/?search_term=id:4522282
Lingulodinium brevispinosum,7,
Lingulodinium polyedrum,7,urn:lsid:itis.gov:itis_tsn:573538
Lingulonodosaria loryi,7,
Listriomastax litorea,7,http://gni.globalnames.org/?search_term=id:3610528
Lophocysta sulcolimbata,7,
"Lophornis helenae (Delattre, 1843)",7,
"Loxia curvirostra stricklandi Ridgway, 1885",7,
"Lullula arborea pallida (Zarudny, 1902)",7,
"Lutra lutra meridionalis Ognev, 1931",7,
"Lytoscyphus marginatus Billard, 1910",7,
"Machaeropterus pyrocephalus pyrocephalus (Sclater, 1852)",7,
"Macruridae sp. [Soviet Fishery Data, 1998]",7,
Mactra subcarinata,7,
Madrepora conocyathus elseyi,7,
Madrepora eumadrepora laxa,7,
Madrepora eumadrepora muricata cervicornis,7,
Madrepora odontocyathus reticulata,7,
Madrepora tylopora gemmifera,7,
Maghrebinia breviornata,7,
Maghrebinia chleuh,7,
"Malaconotus  lagdeni centralis Neumann, 1920",7,
Malacosteus kreffti,7,
Mamaia capensis,7,
"Mandingoa nitidula schlegeli (Sharpe, 1870)",7,
Mastigamoeba simplex,7,
Megahexas,7,
"Megalasma caudata zevina, 1990",7,
"Megaloglossus woermanni Pagenstecher, 1885",7,
Megasternum concinnum,7,
"Melanerpes flavifrons (Vieillot, 1818)",7,
"Melanocorypha yeltoniensis (Forster, 1767)",7,
"Melomys levipes mollis (Thomas, 1913)",7,
Melonis planatus,7,
Menardella pertenuis,7,
Meritrix casta,7,
"Merops superciliosus superciliosus Linnaeus, 1766",7,
"Metachirus nudicaudatus (Desmarest, 1817)",7,
Metacteon,7,
Metalinhomoeus gloriae,7,
Microcerberus carolinensis,7,
Miliolinella rotundata,7,
"Mimetillus moloneyi (Thomas, 1891)",7,
Mimus gilvus,7,
Mimus polyglottos,7,178620
Monotheca australis,7,
Monticellina sp á,7,
Morrisonella brychia,7,
"Motacilla flava lutea (Gmelin, SG, 1774)",7,
"Motacilla maderaspatensis Gmelin, 1789",7,
Moxostoma rubreques,7,
Muderongia testudinaria,7,
Muricoglobigerina mckannay,7,
"Mus triton murilla (Thomas, 1910)",7,
Nagara incisa,7,
Nannostomus erythrurus,7,
Nassarius moirnoseus,7,
Necrosyrtes monachus pileatus (Burchell),7,
"Nicator vireo Cabanis, 1876",7,
Nodilittorina pencillata,7,
Nodosaria procera,7,
Nonionoides basispinatus,7,
Notomastus fauveli,7,
Notosolenus scutulum,7,
"Nucifraga caryocatactes (Linnaeus, 1758)",7,
"Nycticeius schlieffeni (Peters, 1859)",7,
Nymphaea ampla,7,
Ocelli,7,
"Odontogammarus calcaratus calcaratus (Dybowski, 1874)",7,
Oediceroides caimani,7,
"Oenanthe leucura syenitica  (Heuglin, 1869)",7,
"Oenanthe pileata livingstonii  (Tristram, 1868)",7,
"Oenanthe pleschanka  (Lepechin, 1770)",7,
"Oenomys ornatus Thomas, 1911",7,
Oligobregma notialis,7,
Oligocottus kallopterus,7,
Olophrum consimile,7,
Oncaea vodjanitskii complex,7,
Oncholaimium sheri,7,
Onuphis atlantisa,7,
Open-billed Stork,7,
Oradarea longimana,7,
Oratosquilla gonypetes,7,
Order Cephalaspidea Philinidae,7,
Order Hydroida,7,http://www.marinespecies.org/aphia.php?p=taxdetails&id=19494
Orthocladius consobrinus,7,
Orthomorphina modesta,7,
Orthopithonella gustafsonii,7,
"Orycteropus afer afer (Pallas, 1766)",7,
"Ostracion australis (unverified) [Soviet Fishery Data, 1998]",7,
Oxygaster oxygastroides,7,
Oxyporamphus micropterus similis,7,
Oxytosum elongatum,7,
PECTINOIDA juv,7,
Pachycentrotus_bajulus,7,
Pachychilus nigrata,7,
Paguro spp.,7,
Pagurus cuanensis 2,7,
Paliroeus eatoni,7,http://www.marinespecies.org/aphia.php?p=taxdetails&id=503324
Pallenopsis vanhoeVeni,7,
Palliolum septemradium,7,
Pangasius micronema,7,
Paracytheridea sp.,7,
Paradynoides glabra,7,
"Paralimnocythere ochridense Klie, 1934",7,
Parapandalus zurstrasseni,7,
"Parthenope mironovi (zarenkov, 1990)",7,
Parupeneus chryserpleuron,7,
"Parus montanus Baldenstein, 1827",7,
Parvamussium vidalensis,7,
Pasiphaeia pacificus,7,
Passer domesticus arboreus  Hartert 1891,7,
Patelloidea JUVS DAMAGED,7,
Pateriella calcar,7,
Pentacta quadrangularis,7,
Pentapycnon antarcticum,7,
"Periparus ater britannicus  (Sharpe & Dresser, 1871)",7,
"Perisoreus infaustus infaustus (Linnaeus, 1758)",7,
"Perodicticus potto (Müller, 1766)",7,
Persona cancellina Roissy,7,
Pervosphaeridium cenomaniense,7,
Petalomonas intortus,7,
Petalomonas marginalis,7,
Petalomonas planus,7,
"Petrochelidon pyrrhonota pyrrhonota (Vieillot, 1817)",7,
"Phacochoerus africanus fossor (Schwarz, 1913)",7,
Phaenopsectra flavipes,7,
"Phalacrocorax carbo lucidus (Lichtenstein, 1823)",7,
Phialophora fastigiata,7,
Phoberocysta tabulata,7,
"Phyllolais pulchella (Cretzschmar, 1830)",7,
Piagetiella caputincisa,7,http://gni.globalnames.org/?search_term=id:6356227
Pista corrientes,7,
Pitangus sulphuratus,7,
Pitar vinaceus,7,
Placosmilia vidali,7,
Pleonosporium tysoni,7,
Pleurotomella agassizii,7,
Ploeotia discoides,7,
Podosira stelligera,7,
"Poecile atricapillus atricapillus (Linnaeus, 1766)",7,
Poecilocharax bovallii,7,
"Poecilogale albinucha dogetti Thomas & Schwann, 1904",7,
"Polemaetus bellicosus (Daudin, 1800)",7,
Polinices catenoides,7,
Polinices immaculata,7,
Polychoeta,7,
