scientificName,records,scientificNameID
"Bleda notatus ugandae, Van Someren,1915.",10,
Boldia cushmani,10,
Brizalina interjuncta,10,
"Bronchocela jubata (Duméril & Bibron, 1837)",10,
"Bryozoan 25 [Cleveland list, 2002]",10,
"Bryozoan 8 [Cleveland list, 2002]",10,
Buellia anisomera,10,
Buellia cladocarpiza,10,
"Buteo buteo vulpinus Gloger, 1833",10,
Caecomastacembelus niger,10,
Caldicellulosiruptor,10,
"Camaroptera brachyura aschani   Granvik, 1934",10,
Campostoma oligolepis,10,
Carduelis pinus,10,179233
Cassidulina crassa rossensis,10,
Cassidulina murrhyna,10,
Caulastraea tumida conglobata,10,
Caulerpa cupressoides var. cupressoides,10,
Caulodiscus onychohexactinus,10,
"Cephalophus monticola aequatorialis Matschie, 1892",10,
Ceradocoides chiltoni,10,
"Cercopithecus mitis kandti Matschie, 1905",10,
Cerithium nodulosus,10,
"Chaerephon nigeriae Thomas, 1913",10,
Chaetedids,10,
Chaetoceraceae,10,urn:lsid:itis.gov:itis_tsn:2757
Chaetoceros armatum,10,
"Chamaeleo (Chamaeleo) chamaeleon chamaeleon (Linnaeus, 1758)",10,
"Charadrius vociferus vociferus Linnaeus, 1758",10,
Chatangiella sp.,10,
"Chenopus pespelecani (Philippi, 1836)",10,
Chiloguembelina midwayensis midwayensis,10,
Chione scabra,10,
Chlamys ornata,10,
Chlamys tehuelchus,10,
"Chlorocebus aethiops (Linnaeus, 1758)",10,
"Chloropeta similis Richmond, 1897",10,
Chymomyza caudatula,10,
Circompalus casinus,10,
Circomphalus casina juv,10,
Circulodinium attadalicum,10,
"Cisticola marginatus nyansae  Neumann, 1905",10,
Cladophora albida refracta,10,
Cladotanytarsus atridorsum,10,
Clarkcoma cf. bolllonsi,10,
Clavus pseudoprinciplis,10,
Coereba flaveola,10,
Collema ceraniscum,10,
Collema tenax,10,
"Coluber viridiflavus viridiflavus (de la Ville Lacépède, 1789)",10,
"Conchoecia isocheira Müller, 1906",10,
Conuber tasmanicum,10,
Conus marmoreus,10,
"Corvinella melanoleuca melanoleuca (Jardine, 1831)",10,
"Coryne mirabilis Agassiz, 1862",10,
Coryphaenoides serrulatus oceanusiwamoto and shcherbachev 1991,10,
Cousteaudinium aubryae,10,
Cressa sp 2,10,
Crocidura russula pulchra Cabrera,10,
Cuspidella spp,10,
"Cyanopica cooki Bonaparte, 1850",10,
"Cyanopica cyanus cyanus (Pallas, 1776)",10,
Cyphastrea chalcidicum tanabensis,10,
Cyprinocirhites polyactis,10,
Cystechinus_wyvillii,10,
Cytherelloidea measpirocostata,10,
Decametra macrobrachius,10,
Dendracis cantabridgensis,10,
Dendrophyllia profunda,10,
Dendrophyra latissima,10,
Dentalina nana,10,
Desmacidon palmate,10,
Diacypris dictyote,10,
Dictyospyris sp.,10,
Diphasia paarmanni,10,
Diplopelta minor,10,
Dolium sedentarium,10,
Doto sp juv,10,
"Dromophis lineatus (Duméril A.M.C., Bibron G. & Duméril A.H.A., 1854)",10,
Echinoid debris,10,
"Egretta alba melanorhynchos (Wagler, 1827)",10,
Elaenia martinica,10,
Ellipsoglanoulina sp.,10,
Elmidaelarva,10,
"Emoia mivarti (Boulenger, 1887)",10,
"Emoia popei Brown, 1953",10,
"Emoia veracunda Brown, 1953",10,
Enchelys sp.,10,http://gni.globalnames.org/?search_term=id:10173867
Endochironomus tendens,10,
Engyprosopon praeteritum,10,
"Epomops franqueti franqueti (Tomes, 1860)",10,
"Eptesicus fuscus fuscus Beauvois, 1796",10,
Eucirrhichthys doriae,10,
Euclichthys microdorsalis,10,
Eucypris virgata,10,
Eugystenopus,10,
Eulimnadia dahli,10,
"Euplectes franciscanus (Isert, 1789)",10,
Eurystheus atlanticus,10,
Extremus antarcticus,10,
"Falco chiquera ruficollis Swainson, 1837",10,
Fargoa dux,10,"(Dall and Bartsch, 1906)"
Florilus elongatum,10,
Foetorepus grandoculis,10,
Foettingeria actiniarum,10,
"Francolinus albogularis dewittei Chapin, 1937",10,
Fuettererella flora,10,
Gelliodes grandis,10,
"Glaucidium nanum (King, 1828)",10,
Globigerinella pelagica,10,
Globigerinellopsis mitra,10,
Globigerinoides ruber ruber pink,10,
Globoconusa cf. extensa,10,
Globorotalia gravelli,10,
Goby sp.,10,
"Gonatodes timidus Kok, 2011",10,
Gosella flintii,10,
Gracilariopsis corticata,10,
"Graphiurus murinus isolatus Heller, 1912",10,
Gymnusa brevicollis,10,
Gyptis juv,10,
Halimus calvarius,10,
Halimus tenuicornis,10,
Halozetes belgicae longisetae,10,http://www.marinespecies.org/aphia.php?p=taxdetails&id=508323
Hamerkop,10,
Hantkenina aragonensis,10,
Hastigerina pelagra,10,
Hastigerinella aequilateralis,10,
Hemimyzon formosanum,10,
Henricia spinulifera,10,
"Herpetocypris mateusorum Paulo, 1969",10,
Heteronema larseni,10,
Holopneustes_inflatus,10,
Hormosina nodulosus,10,
Hydropsyche contubernalis,10,
Hystrichodinium oligacanthum,10,
Hystrichospaeridium truswelliae,10,
Hystrichosphaeridium truswelliae,10,
Hystrichosphaeropsis complanata,10,
"Iguana iguana (Linnaeus, 1758)",10,
"Illadopsis albipectus albipectus (Reichenow, 1887)",10,
"Illadopsis rufipennis rufipennis (Sharpe, 1872)",10,
Ilyodromus amplicolis,10,
"Indicator minor riggenbachi Zedlitz, 1915",10,
Japonoconger proriger,10,
Katalysia opmia,10,
Kiokansium williamsii,10,
Lachlanella eburnea,10,
Lagocephalus hypselogeneion,10,
"Lagonosticta rhodopareia jamesoni Shelley, 1882",10,
Lambis truncatus,10,
"Lanius ludovicianus excubitorides Swainson, 1832",10,
Laritus recurvirostris,10,
Leiocassis brashnikowi,10,
Leptognathia sp 2,10,
"Leptotyphlops emini emini (Boulenger, 1890)",10,
Lesteva longoelytrata,10,
Leucon Leucon nasica,10,
Limnocythere milta,10,
"Limnocythere thomasi thomasi Martens, 1990",10,
Lineus corrugatus,10,http://gni.globalnames.org/?search_term=id:3310717
"Liophis miliaris miliaris (Linnaeus, 1758)",10,
Litostomate,10,292892.0
Littorina littorea sinistrorsa,10,
Loecothoe richiardii,10,
Lophocysta sp.,10,
"Lophornis magnificus (Vieillot, 1817)",10,
"Lophuromys flavopunctatus rita Dollman, 1910",10,
"Loxodonta africana (Blumenbach, 1797)",10,
Lumbriconereis lateralli,10,
Lumbrinerides platypygos,10,
Lumpenidae,10,
"Lutjanus sauguineus (unverified) [Soviet Fishery Data, 1998]",10,
"Lygodactylus capensis Smith, 1849",10,
Lythrichthys cypho,10,
Macrorhynchia whiteleggei,10,
Madrepora eumadrepora attenuata,10,
Madrepora eumadrepora pulchra alveolata,10,
"Malimbus rubricollis centralis  Reichenow, 1893",10,
Marisa conuarietis,10,
Martinottiella cyclostomata,10,
Megalocypris durbani,10,
"Mehelya poensis (Smith, 1847)",10,
"Melaenornis pammelaina ater  (Sundevall, 1850)",10,
Melitasphaeridium asterium,10,
"Merops orientalis viridissimus Swainson, 1837",10,
Micrhystridium bigoti,10,
Microthrix,10,
"Millardia meltada meltada (Gray, 1837)",10,
Milne-edwardsia carnea,10,
Mimachlamys cloacata cloacata,10,
Montastraea nancyi,10,
"Mops midas (Sundevall, 1843)",10,
"Mosia nigrescens (Gray, 1843)",10,
Mucronella abyssicola,10,
"Murella scabriuscula Deshayes, 1830",10,
Mycale angulosa,10,
Myleus planquettei,10,
Myllostomella hyugaensis,10,
Myoforceps aristata,10,
"Myrmoborus leucophrys leucophrys (Tschudi, 1844)",10,
Mystus sabanus,10,
Neoeponides hildebrandti,10,
Neogloboquadrina pseudopachyderma,10,
Neoodax frenatus,10,
Neophycocoetes testaceus,10,
Ngarawa dirga,10,
"Nigrita bicolor brunnescens Reichenow, 1902",10,
"Nilaus afer afer (Latham, 1801)",10,
"Nilaus afer nigritemporalis Reichenow, 1892",10,
Notomastus aberrans,10,
Notropis hypselopterus,10,
Obelia,10,
Ophelidae,10,
Ophieleotris margaritacea,10,
"Ophisaurus apodus (Pallas, 1775)",10,
Ophtalmidium oxfordianum,10,
Orthomorphina fistuca,10,
Orthomorphina koina,10,
Oxychilus draparnaldi,10,
Oxyrhyncha,10,
PACHYSPHAERA,10,
Pachyops fourcroi,10,
Palmula crepidularis,10,
"Panthera leo (Linnaeus, 1758)",10,
Parapagurus pilosimanus nudus,10,
"Paraxerus alexandri (Thomas & Wroughton, 1907)",10,
Parexocoetus mesogaster,10,
"Passer melanurus melanurus (Statius Müller, 1776)",10,
"Passer montanus malaccensis Dubois, 1885",10,
"Patella tramoserica Holten, 1802",10,
"Pecari tajacu (Linnaeus, 1758)",10,
Pecten excavatus excavatus,10,
Pentidotea japonica,10,
"Perodicticus potto edwardsi Bouvier, 1879",10,
"Peromyscus leucopus noveboracensis (Fischer, 1829)",10,
Petalomonas raiula,10,
Phalium canaliculatum,10,
Phalium straigatum,10,
Phascolion strombi fusca,10,
Phthanoperidinium clithridium,10,
Phyllodoce sp,10,
Phylloscopus sibilatrix,10,
"Phyllotis darwini griscoflavus (Waterhouse, 1837)",10,
"Pipra fasciicauda fasciicauda Hellmayr, 1906",10,
Pirumella parva,10,
Placenta placenta,10,
Platyleberis abyssoris,10,
"Platysteira cyanea cyanea (Statius Müller, 1776)",10,
Pleopsidium chloropahnum,10,
Pleraster affinis,10,
"Poecilasma kaempferi litumpilsbry, 1907",10,
"Poecilogale albinucha (Gray, 1864)",10,
"Pogoniulus chrysoconus chrysoconus (Temminck, 1832)",10,
Polinices levicula,10,
Pollimyrus kingsleyae,10,
Polydora sp indet,10,
"Polyerata lactea bartletti (Gould, 1866)",10,
Poriocidaris_sp.,10,
Porites porites solida,10,
Porpita linnaeana,10,
Portlandia abyssorum,10,
"Porzana pusilla intermedia (Hermann, 1844)",10,
Potamobates unidentatus,10,
Potamogeton pusillus tenuissimus,10,
Praebulimina robusta,10,
Prodajus mysidis,10,
Prodiamesa olivacea,10,
"Profelis aurata (Temminck, 1827)",10,
Prolixoplecta apicularis,10,
Protereunetes minutus,10,http://gni.globalnames.org/?search_term=id:6888763
Protoellipsodinium sp.,10,
Proxifrons compressa,10,
"Prunella modularis (Linnaeus, 1758)",10,
Pseudechinus_marionis,10,
"Pseudocandona ceratina Mazepova, 1982",10,
Pseudoceratium retusum,10,
Pteraster affmis,10,
"Pterocles orientalis (Linnaeus, 1790)",10,
"Pteropus vampyrus vampyrus (Linnaeus, 1758)",10,
Pterostichus (Cryobius) brevicornis,10,
"Ptychadena chrysogaster chrysogaster Laurent, 1954",10,
Pyrgo serraria,10,
"Pyrocephalus rubinus mexicanus Sclater, 1859",10,
Pyrunculus semen,10,
"Rattus omichlodes Misonne, 1979",10,
Renilla reniformis kollikeri,10,
Reticulofenestra asanoi,10,
Reticulofenestra scrippsae,10,
Rhinatrema shiv Gower et al.,10,
"Rhinoptilus chalcopterus (Temminck, 1824)",10,
Rhizosolenia castracanei,10,
Rhodeus sericcus,10,
Rhopalomenia,10,
"Romecytheridea concurrens Wouters, 2008",10,
Rotorbinella garveyensis,10,
Saccammima navarroana,10,
Saccostrea sandvichensis,10,
Saemundssonia nivea,10,http://gni.globalnames.org/?search_term=id:6560117
"Scelorchilus rubecula (Kittlitz, 1830)",10,
Scleroconcha brenda,10,
Scolecithricella seratodentata,10,
Sentusidium aptiense,10,
Serpulorbis squamigerus,10,
Sertella marsupiata,10,
Sesarma tetragonum,10,
Sesarmops intermedium,10,
Siphonodentaliida sp 3,10,
Sorosphaera consociata,10,
"Sphenomorphus minutus (Meyer, 1874)",10,
Sphenotrochus sphenotrochus hancocki,10,
Spiniferites monilis,10,
Spio hooks on 20,10,
Spiroplectammina excolata,10,
Spoechospermum margintaum,10,
Sporastatia testudinea,10,
Stephanotrochus diadema nobilis,10,
Stibarobdella biannulata,10,
Stilostomella verneuilli,10,
Strigilla (aeretica) splendida,10,
"Strombus gibberulus gibbosus Roding, 1798",10,
Syllides pumilus,10,
"Sylvia undata undata (Boddaert, 1783)",10,
Synallactes profundi,10,
Syngnathus phillippi,10,
Syracolithus catilliferus,10,
"Tanganyikacythere caljoni Wouters & Martens, 1994",10,
"Taurotragus oryx (Pallas, 1766)",10,
Tellina mauritiana,10,
Terebellidae Juvenile,10,
Terebellidae sp.,10,https://www.marinespecies.org/aphia.php?p=taxdetails&id=982
Terebra cumingi,10,
"Terpsiphone bedfordi  (Ogilvie-Grant, 1907)",10,
Textularia agglutinans,10,
Thalassionema nitzschioides forma 1. (sensu Zielinski and Gersonde),10,http://www.marinespecies.org/aphia.php?p=taxdetails&id=149093
Thalassiosira dubia,10,
Thermaerobacter,10,
Tonicella zschaui,10,
"Tonnacypris estonica (Jarvekulg, 1960)",10,
"Tonnacypris tonnensis (Diebel & Pietrzeniuk, 1975)",10,
Trachamminoides irregularis,10,
"Trachurus ovala (unverified) [Soviet Fishery Data, 1998]",10,
Trachypenaeus longipes,10,
"Tragelaphus spekii Sclater, 1863",10,
"Tricholaema lacrymosa radcliffei Ogilvie-Grant, 1904",10,
Trigonocypris globulosa,10,
Trigonostoma mangoloides,10,
Triloculina globosa,10,
Trinovantedinium papulum,10,
Trochoderma,10,
"Troglodytes troglodytes koenigi Schiebel, 1910",10,
"Tropidurus hispidus (Spix, 1825)",10,
Tubotuberella vlamingii,10,
"Turdus obscurus  Gmelin, JF, 1789",10,
"Turdus pelios graueri Neumann, 1908",10,
"Urocolius macrourus griscogularis Van Someren, 1919",10,
"Urocolius macrourus macrourus Linnaeus, 1766",10,
VENEROIDA Type B,10,
Valonia ventricaria,10,
"Vanellus coronatus coronatus (Boddaert, 1783)",10,
"Varanus salvator salvator (Laurent, 1768)",10,
Verneuiliana sp.,10,
Vestibuloferida,10,
Watznaueria supracretacea,10,
Xanthid A,10,
Xiphopenaeus rivetti,10,
Xouthous antarctica,10,
Zachvatkinia hydrobatidii,10,http://gni.globalnames.org/?search_term=id:7074831
Zeaglobigerina apertura,10,
Zeaglobigerina brazieri,10,
"Zonocypris pilosa Remacle Rome, 1962",10,
"Zosterops borbonicus borbonicus (J.F. Gmelin, 1789)",10,
naplius,10,
nitzschia closterium,10,
**non-current code** Coccorella sp.,9,
**non-current code** Congridae sp. e,9,
**non-current code** Diaphus sp. C,9,
**non-current code** Dibranchus sp. d,9,
**non-current code** Hoplichthys sp. c,9,
**non-current code** Malacocephalus sp. c,9,
**non-current code** Poecilopsetta sp. B,9,
**non-current code** Saurenchelys sp.,9,
**non-current code** Sphagemacrurus sp. a,9,
"Acanthodactylus bedriagai Lataste, 1881",9,
Acanthonia ligurina,9,0
"Acrocephalus baeticatus cinnamomeus Reichenow, 1908",9,
Actinauge nodosa tuberculosa,9,
"Adolfus africanus (Boulenger, 1906)",9,
"Aerodramus francicus (Gmelin, 1789)",9,
Agaricia agaricites gibbosa,9,
Alabamina naraensis,9,
Alaskozetes antarcticus antarcticus,9,http://gni.globalnames.org/?search_term=id:5757440
"Alcyonarian 19 (Nephtheidae) [Cleveland list, 2001]",9,
Alcyonidium spp indet,9,
Alvania,9,
"Amazilia tzacatl tzacatl (de la Llave, 1833)",9,
Ambitropus thalmanni,9,
Amphinomia sulpherea,9,
Ampithoe gammaroides,9,
"Anairetes parulus parulus (Kittlitz, 1830)",9,
Anchorinidae,9,
Anodonta woodiana japonica,9,
"Apalis flavida neglecta (Alexander, 1899)",9,
"Apaloderma narina narina (Stephens, 1815)",9,
"Aquila nipalensis orientalis Cabanis, 1854",9,
Arca zebra,9,
"Arvicola terrestris monticola de Selys-Longchamps, 1838",9,
Astatheros robertsoni,9,
Astroflustra vulgahs,9,
Astrolithium,9,
Astrorhizoides polygona,9,
"Atheris nitschei Tornier, 1902",9,
"Atractaspis bibronii rostrata Smith, 1868",9,
Balanus tenuis,9,
Bathypallenopsis villosa,9,
Batiacasphaera minuta,9,
Brachionus caudatus,9,
"Branta bernicla bernicla (Linnaeus, 1758)",9,
Brizalina acuminata,9,
Brizalina thalmanni,9,
"Bryocypris grandipes Ren, 1956",9,
Bryozoan 35,9,
"Bryozoan 9a [Cleveland list, 2002]",9,
"Bubo lacteus (Temminck, 1820)",9,
Buellia babingtonii,9,
"Burhinus senegalensis (Swainson, 1837)",9,
Bursa oyanai,9,
Calliostoma falklandicum,9,
Callipallene producta,9,
"Calotes emma Gray, 1845",9,
"Campethera abingoni abingoni (Smith, 1836)",9,
Cantharus cumingiana,9,
Caprella,9,
"Caprimulgus europaeus Linnaeus, 1758",9,
Carduelis tristis,9,179236
Carpediemonas bialata,9,
Carrudinium harlandi,9,
"Cassis testiculus Linnaeus, 1758",9,
"Catharus ustulatus swainsoni (Tschudi, 1845)",9,
Cathorops pleurops,9,
Catoptometra intermedius,9,
Ceratium pulchellum var. dalmaticum,9,
Ceratonereis exisa,9,
Ceratotrochus conotrochus parahispidus,9,
"Cercomela familiaris falkensteini (Cabanis, 1875)",9,
"Cercopithecus mona (Schreber, 1774)",9,
"Ceyx lecontei lecontei (Cassin, 1856)",9,
"Chalcomitra rubescens rubescens (Vieillot, 1819)",9,
"Chamaeleo (Chamaeleo) gracilis etiennei Schmidt, 1919",9,
Chasmocarcinops rubida,9,
Chironomus agilis,9,
Chlamys tranquebaricus,9,
"Chlorophoneus sulfureopectus sulfureopectus  (Lesson, 1831)",9,
Cibicidoides jarvisi,9,
"Cinclus cinclus cinclus (Linnaeus, 1758)",9,
"Cinnyris jugularis (Linnaeus, 1766)",9,
"Cisticola anonymus (Von Müller, J.W., 1855)",9,
"Cisticola chiniana fortis  Lynes, 1930",9,
"Cisticola marginatus zalingei  Lynes, 1930",9,
Clathria lipochella,9,
Clavulinoides amorpha,9,
Codonella spp.,9,http://www.marinespecies.org/aphia.php?p=taxdetails&id=150203
Collodes triinosus,9,
"Colobus angolensis Sclater, 1860",9,
Colpodella unguis,9,
"Coracias abyssinicus Hermann, 1783",9,
Coregonus nigripinnis regalis,9,
Coryphaenoides striatura chalinura,9,
Cribrilina punctata Collarina balzaci,9,
Cribroperidinium leedervillense,9,
Cribroperidinium muderongense,9,
Cuspidaria rostrata,9,
Cyclonephelium distinctum distinctum,9,
Cyclotella comta,9,
"Cygnus columbianus bewickii (Yarrell, 1830)",9,
Cymatiosphaera baffinensis,9,
Cymatium bituberculare,9,
Cymatocylis parva,9,
Cymatocylis subrotundata,9,
Cymbastella,9,
"Cynopterus brachyotis (Müller, 1838)",9,
Cypridapsis dispar,9,
Cysts indeterminata,9,
Dapsilidinium laminaspinosum,9,
"Darwinula kohanga Rossetti, Eagar & Martens, 1998",9,
"Dendromus melanotis (Smith, 1834)",9,
"Dendromus mesomelas Brants, 1827",9,
"Dendropicos goertae koenigi (Neumann, 1903)",9,
Diomedea royal albatross sp.,9,
"Dipsadoboa weileri (Lindholm, 1905)",9,
"Dispholidus typus (Smith, 1829)",9,
Dixiidae,9,
"Dryoscopus gambensis malzacii (Heuglin, 1870)",9,
Dubiraphia,9,urn:lsid:itis.gov: itis_tsn:114126
Dysommatidae,9,
Echinocythereis echinata,9,
Echinosigra_amphora,9,
Ehlersia Type A,9,
Eleocharis geniculata,9,
"Emoia cyanura (Lesson, 1830)",9,
"Emoia longicauda (Macleay, 1877)",9,
Enallopsammia amphelioides,9,
Endoscrinium bessebae,9,
Enneapterygius grandis (ms name),9,
Entalophora proboscideoides,9,
"Enteromius neefi  (Greenwood, 1962)",9,
"Enteromius thamalakanensis  (Fowler, 1935)",9,
Eosipho jamarci,9,
Epiplatys sexfasciatus sexfasciatus,9,
Eriphia sebana sebana,9,
Errina hicksoni,9,
Escharella spp,9,
Ethusa obliquidens,9,
Eulephetidae,9,
Eunicea calyculata coronata,9,
"Eupagurus prideauxi (Leach, 1815)",9,
"Euplectes orix orix (Linnaeus, 1758)",9,
Excorallana kathyae,9,
Family aphididae,9,
Family ectinosomatidae,9,
Family sciaridae,9,
Family%20aphididae,9,
Family%20paguridae,9,
Family%20psyllidae,9,
Felania agulhasensis,9,
"Ficedula parva parva (Bechstein, 1792)",9,
Fissidentalium regulare,9,
Fissurina bodjonegoroensis,9,
Fissurina radiata,9,
Flabellum montereyense,9,
Florentinia interrupta,9,
Fritillaria borealis f. sargassi,9,
Fromea monilifera,9,
Fuettererella deflandrei,9,
Fungia danafungia scruposa,9,
Fuscidea,9,
"Gadomus fumosus (Barnard, 1925)",9,
"Gehyra oceanica (Lesson, 1830)",9,
Gelidium pusillum var pusillum,9,
"Genetta Oken, 1816",9,
"Genetta servalina bettoni Thomas, 1902",9,
Geodromicus nigrita,9,
Globigerina conglomerata venezuelana,9,
Globigerina praedehiscens,9,
Globigerina universa,9,
Globigerinatheka index rubriformis,9,
Globigerinoides asper,9,
Globoquadrina inflata,9,
Globorotalia figiensis,9,
Globorotalia frontosa,9,
Globorotalia gratata,9,
Globorotalia pseudomargaritae,9,
"Gonatodes humeralis (Guichenot, 1855)",9,
Gonodactylus spinulosus,9,
Gracilaria arcuata,9,
"Graphiurus murinus spurelli Dollman, 1912",9,
Guembelitria danica,9,
Guraleus trizonatus,9,
Gyptis sp,9,
Gyptis sp juv,9,
Gyroidina polius,9,
Harrovia longipes,9,
Heleobia rivularis,9,
"Helix mazullii Cristofori & Jan, 1834",9,
"Hemipus hirundinaceus (Temminck, 1822)",9,
Hemirobulina bullata,9,
Herring,9,
Heterosphaeridium galiciae,9,
